Date,Price,Quatity Sold
Apr 02 2017 01: +0,0.03,10357
Apr 03 2017 01: +0,0.03,12429
Apr 04 2017 01: +0,0.03,9744
Apr 05 2017 01: +0,0.03,9173
Apr 06 2017 01: +0,0.03,8363
Apr 07 2017 01: +0,0.03,8759
Apr 08 2017 01: +0,0.03,10659
Apr 09 2017 01: +0,0.03,12399
Apr 10 2017 01: +0,0.03,10142
Apr 11 2017 01: +0,0.03,10258
Apr 12 2017 01: +0,0.03,11030
Apr 13 2017 01: +0,0.03,10786
Apr 14 2017 01: +0,0.03,11310
Apr 15 2017 01: +0,0.03,11569
Apr 16 2017 01: +0,0.03,15019
Apr 17 2017 01: +0,0.03,11226
Apr 18 2017 01: +0,0.03,10713
Apr 19 2017 01: +0,0.03,9399
Apr 20 2017 01: +0,0.03,11088
Apr 21 2017 01: +0,0.03,11393
Apr 22 2017 01: +0,0.03,14180
Apr 23 2017 01: +0,0.03,13917
Apr 24 2017 01: +0,0.03,11232
Apr 25 2017 01: +0,0.03,9646
Apr 26 2017 01: +0,0.03,9133
Apr 27 2017 01: +0,0.03,8588
Apr 28 2017 01: +0,0.03,10191
Apr 29 2017 01: +0,0.03,8258
Apr 30 2017 01: +0,0.03,9765
May 01 2017 01: +0,0.03,9758
May 02 2017 01: +0,0.03,11176
May 03 2017 01: +0,0.03,8751
May 04 2017 01: +0,0.03,7059
May 05 2017 01: +0,0.03,8514
May 06 2017 01: +0,0.03,9318
May 07 2017 01: +0,0.03,10073
May 08 2017 01: +0,0.03,11604
May 09 2017 01: +0,0.03,10642
May 10 2017 01: +0,0.03,10120
May 11 2017 01: +0,0.03,10690
May 12 2017 01: +0,0.03,11363
May 13 2017 01: +0,0.03,10738
May 14 2017 01: +0,0.03,13222
May 15 2017 01: +0,0.03,14265
May 16 2017 01: +0,0.03,9089
May 17 2017 01: +0,0.03,8179
May 18 2017 01: +0,0.03,9075
May 19 2017 01: +0,0.03,7869
May 20 2017 01: +0,0.03,9464
May 21 2017 01: +0,0.03,8761
May 22 2017 01: +0,0.03,8801
May 23 2017 01: +0,0.03,8705
May 24 2017 01: +0,0.03,9904
May 25 2017 01: +0,0.03,9716
May 26 2017 01: +0,0.03,11061
May 27 2017 01: +0,0.03,10224
May 28 2017 01: +0,0.03,8423
May 29 2017 01: +0,0.03,9484
May 30 2017 01: +0,0.03,11663
May 31 2017 01: +0,0.03,7933
Jun 01 2017 01: +0,0.03,11114
Jun 02 2017 01: +0,0.03,11674
Jun 03 2017 01: +0,0.03,10349
Jun 04 2017 01: +0,0.03,9257
Jun 05 2017 01: +0,0.03,9077
Jun 06 2017 01: +0,0.03,9792
Jun 07 2017 01: +0,0.03,10465
Jun 08 2017 01: +0,0.03,11501
Jun 09 2017 01: +0,0.03,8015
Jun 10 2017 01: +0,0.03,6892
Jun 11 2017 01: +0,0.03,9565
Jun 12 2017 01: +0,0.03,9376
Jun 13 2017 01: +0,0.03,11534
Jun 14 2017 01: +0,0.03,9293
Jun 15 2017 01: +0,0.03,12237
Jun 16 2017 01: +0,0.03,7246
Jun 17 2017 01: +0,0.03,7561
Jun 18 2017 01: +0,0.03,7151
Jun 19 2017 01: +0,0.03,9660
Jun 20 2017 01: +0,0.03,7766
Jun 21 2017 01: +0,0.03,8921
Jun 22 2017 01: +0,0.03,7088
Jun 23 2017 01: +0,0.03,7241
Jun 24 2017 01: +0,0.03,7418
Jun 25 2017 01: +0,0.03,7511
Jun 26 2017 01: +0,0.03,6209
Jun 27 2017 01: +0,0.03,5933
